"id","created_at","updated_at","state","linkpay_reference","payment_details"
"998670","2025-10-02 09:14:53.675061 UTC","2025-10-02 09:15:01.729545 UTC","completed","zKFoFwnRXE","{""checkup_payment"":null,""payment_reference"":""d4eb431aac568ebaf6466bb181d75562622c55b7d283972ced9d92fc4c5639da"",""transaction_reference"":""2ef38e47bba3136f364bd32df8700000cb61b2d846557f211447b8baef39531a"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T09:15:01Z"",""cc_details"":{""cc_last_four_digits"":""4468"",""cc_year"":""2027"",""cc_month"":""6"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card"",""cc_issuer"":""Swedbank AS"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""946873""}"
"998337","2025-10-02 03:18:31.166349 UTC","2025-10-02 03:18:33.539203 UTC","account_rejected","9sfZPojaqa","{""payment_reference"":""1c0aac7de6c130c42fe850117943db2bdb4c17c9edba88308c1cde6f577a265d"",""veres_url"":null,""pareq"":null,""checkup_payment"":false,""arrangement"":null,""token_agreement"":null,""provider_3ds_name"":""modirum"",""order_reference"":""ddb2b2bfd47c5e7fd3a44810c7d65bee"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
"998636","2025-10-02 09:12:26.240709 UTC","2025-10-02 09:12:53.417946 UTC","completed","yNDuRPmNCc","{""checkup_payment"":null,""payment_reference"":""fca39e0e443c2b4f1c65d0d239904ac29f7b90eb45db201770730176db4f030b"",""transaction_reference"":null,""payment_state"":""waiting_for_sca"",""transaction_result"":null,""transaction_time"":""2025-10-02T09:12:32+00:00"",""cc_details"":null,""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null}"
"998750","2025-10-02 21:05:46.278039 UTC","2025-10-02 21:05:54.029219 UTC","completed","MVzJwszTjz","{""checkup_payment"":null,""payment_reference"":""8a4a7098ea379736caaa5128f2e53fac130519a66e701e618c0a0341f8bd938b"",""transaction_reference"":""9b3bf070f15ffe760e578a72017f8c5010a12c11184c8d0dcba19dbe2cdc7f56"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T21:05:53Z"",""cc_details"":{""cc_last_four_digits"":""3096"",""cc_year"":""2027"",""cc_month"":""12"",""cc_holder_name"":""Automated Testing"",""cc_token"":""9d4bf14925416bcf347cb83a"",""cc_type"":""master_card"",""cc_issuer"":""Swedbank AB"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""SE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""720633""}"
"998398","2025-10-02 03:22:42.234185 UTC","2025-10-02 03:22:42.950704 UTC","waiting_for_access_token","tqmZ8sGM","{""frequency"":""Monthly"",""start_date"":""2025-10-05"",""end_date"":""2025-12-31""}"
"998846","2025-10-02 21:12:52.733108 UTC","2025-10-02 21:13:02.984780 UTC","completed","RJnEemTWOD","{""checkup_payment"":null,""payment_reference"":""912198f760e5d8be4bd0fa72fbcd5fd47d4db5d92f43272910a95c18e11857e9"",""transaction_reference"":""d3cb7d6de6cbf7fb9e05e5eb93ae68117db4983fa442d9b649df7293977526e9"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T21:13:02Z"",""cc_details"":{""cc_last_four_digits"":""7541"",""cc_year"":""2027"",""cc_month"":""8"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card"",""cc_issuer"":""AS LHV Pank"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""535777""}"
"998639","2025-10-02 09:12:37.576394 UTC","2025-10-02 09:12:48.168043 UTC","completed","7TwNI644Ep","{""checkup_payment"":null,""payment_reference"":""d2168acf28bb48a9d2d5fa5a99b1d44734dba55ccb30c288a3745367ceaaca44"",""transaction_reference"":""b8f4f91f195684e299bf429f91e86eeab4cbfa03d5c8cf7a9ff25846b99bc97c"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T09:12:48Z"",""cc_details"":{""cc_last_four_digits"":""7541"",""cc_year"":""2027"",""cc_month"":""8"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card"",""cc_issuer"":""AS LHV Pank"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""535455""}"
"998378","2025-10-02 03:21:02.473418 UTC","2025-10-02 03:21:03.176381 UTC","waiting_for_payment_selection","8e4Neqs6nr","{""payment_reference"":""4845aa53f54a92eefe43340d9ba2f410ee2831b5cf1ed26439b56fa483ab44dc"",""veres_url"":null,""pareq"":null,""checkup_payment"":null,""arrangement"":true,""token_agreement"":""unscheduled"",""provider_3ds_name"":""modirum"",""order_reference"":""680aea981d92ab0fdd8d8dc2230e482c"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
"998489","2025-10-02 03:28:35.115052 UTC","2025-10-02 03:28:45.942793 UTC","completed","gPJM6aOAD4","{""checkup_payment"":null,""payment_reference"":""ed898057bec8bb4e8327b66391cf3980f6f65120ad2525f4491b9ccb1e9b8c7a"",""transaction_reference"":""aa40d2278ffb51e7de7f3620bba671a2ce790393d6babde8db24c47f0d580082"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T03:28:45Z"",""cc_details"":{""cc_year"":""2025"",""cc_month"":""12"",""cc_holder_name"":""Automated Testing"",""cc_token"":""ee4fc096b8bf6c6af009bcb3"",""cc_type"":""master_card""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""690738""}"
"998538","2025-10-02 09:05:05.128454 UTC","2025-10-02 09:05:43.269337 UTC","completed","DPANOSeG","{""frequency"":""Monthly"",""start_date"":""2025-10-05"",""end_date"":""2025-12-31"",""payment_state"":""signed""}"
"998449","2025-10-02 03:26:04.997068 UTC","2025-10-02 03:26:05.844904 UTC","waiting_for_access_token","BGXBTigvJN","{""payment_reference"":""bdadadf659a431c99c3e4f4d2b4ef0c04105d337b9c01c0309decd51be781283"",""veres_url"":null,""pareq"":null,""checkup_payment"":null,""arrangement"":false,""token_agreement"":null,""provider_3ds_name"":""modirum"",""order_reference"":""098db3c85db4585624dd91ed34bb866a"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
"998388","2025-10-02 03:21:57.416169 UTC","2025-10-02 03:22:19.024700 UTC","completed","fgXjET9xmK","{""payment_reference"":""615cd1181957a93c78ab893ca27ac7113c9073bf27c95264c38362ae2dbac7e9"",""veres_url"":null,""pareq"":null,""checkup_payment"":null,""arrangement"":null,""token_agreement"":""unscheduled"",""provider_3ds_name"":""modirum"",""order_reference"":""59f39e6afc2c88189dddebddce889b9f"",""api_version"":""apiv4"",""token_consent_agreed"":false}"
"998494","2025-10-02 03:28:58.906257 UTC","2025-10-02 03:29:02.223917 UTC","waiting_for_sca","WWH8VWdrzG","{""payment_reference"":""19299d042582170696d96d3a61e2705123d5b99bf3b7268464692e1b26a16dd5""}"
"998733","2025-10-02 21:04:40.315304 UTC","2025-10-02 21:04:49.268268 UTC","completed","ZQiX7xpJKi","{""checkup_payment"":null,""payment_reference"":""ab5a2911e23788e1747345d49055cb29a7b4ea92ea4a722a172eb78a9ee97a84"",""transaction_reference"":null,""payment_state"":""settled"",""transaction_result"":null,""transaction_time"":""2025-10-02T21:04:49+00:00"",""cc_details"":null,""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null}"
"998510","2025-10-02 09:03:25.535168 UTC","2025-10-02 09:03:35.257674 UTC","waiting_for_access_token","oNCW3bW7","{""frequency"":""Monthly"",""start_date"":""2025-10-05"",""end_date"":""2025-12-31""}"
"998828","2025-10-02 21:11:40.244754 UTC","2025-10-02 21:11:47.292907 UTC","completed","j6zxo7bgtu","{""checkup_payment"":null,""payment_reference"":""c7558c3e8c53bb7641941fa6d9831dd5115b8914aa8a0c1b76bc36a08b8f1022"",""transaction_reference"":null,""payment_state"":""waiting_for_sca"",""transaction_result"":null,""transaction_time"":""2025-10-02T21:11:41+00:00"",""cc_details"":null,""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null}"
"998551","2025-10-02 09:05:53.631389 UTC","2025-10-02 09:06:24.701628 UTC","completed","REJSh8GTsA","{""checkup_payment"":null,""payment_reference"":""3bb5aa598b5a5d40ec3c9437af6bba91d0f0cb62aec4d3376b6a661e29735800"",""transaction_reference"":null,""payment_state"":""waiting_for_sca"",""transaction_result"":null,""transaction_time"":""2025-10-02T09:06:02+00:00"",""cc_details"":null,""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null}"
"998754","2025-10-02 21:06:07.978660 UTC","2025-10-02 21:06:14.642895 UTC","completed","9ORyrpnCRv","{""checkup_payment"":null,""payment_reference"":""30a7fbdbaa7f2b531b89a3024d9c01c451babf961acb0a623b848934b3c01797"",""transaction_reference"":""4e7221fc1398d354ca81408b0b206060600ddfda992e3f63725077c94ddd0270"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T21:06:14Z"",""cc_details"":{""cc_last_four_digits"":""0004"",""cc_year"":""2025"",""cc_month"":""12"",""cc_holder_name"":""Automated Testing"",""cc_token"":""115926d76ff217fd728df490"",""cc_type"":""master_card""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""884448""}"
"998662","2025-10-02 09:14:19.775179 UTC","2025-10-02 09:14:28.231178 UTC","completed","WeIF5YFWHw","{""checkup_payment"":null,""payment_reference"":""889c498288820c220d751b490e9f35a2dbebab8c7f1e5326c10926a1206e623c"",""transaction_reference"":""bc07548eafdaff921fc4cb8a4caa7d3473b756a4c3759addd3a18afe381fe9ec"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T09:14:28Z"",""cc_details"":{""cc_last_four_digits"":""4468"",""cc_year"":""2027"",""cc_month"":""6"",""cc_holder_name"":""Automated Testing"",""cc_token"":""6082f93a000a86518b0fe016"",""cc_type"":""master_card"",""cc_issuer"":""Swedbank AS"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""946871""}"
"998894","2025-10-02 21:16:06.436753 UTC","2025-10-02 21:16:07.054317 UTC","waiting_for_payment_selection","WISb7NS8dP","{""payment_reference"":""114b9b6aa0ac72b6005e4a9c4973cf83e3a13ea414ad76137642bf9c186fb0f3""}"
"998455","2025-10-02 03:26:28.127489 UTC","2025-10-02 03:26:37.296782 UTC","completed","exaVXPCDIe","{""checkup_payment"":null,""payment_reference"":""992947f83489bb1eea8437085e92976dd12e535c879878ca93187fb0fdd07527"",""transaction_reference"":""02b0e4e06637f3795f2f9a37baeaa70594d7ea22ef2e9c817e16abd179b31a9b"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T03:26:37Z"",""cc_details"":{""cc_last_four_digits"":""4468"",""cc_year"":""2027"",""cc_month"":""6"",""cc_holder_name"":""Automated Testing"",""cc_token"":""6082f93a000a86518b0fe016"",""cc_type"":""master_card"",""cc_issuer"":""Swedbank AS"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""946824""}"
"998492","2025-10-02 03:28:47.619937 UTC","2025-10-02 03:28:48.342864 UTC","waiting_for_payment_selection","4WnFsWC3Kw","{""payment_reference"":""5a4264ea697bb9499e037ad53c4dfafab075d76c3e925f95680af56374532e71""}"
"998605","2025-10-02 09:10:03.910388 UTC","2025-10-02 09:10:07.510810 UTC","waiting_for_access_token","by9wW7wzUv","{""payment_reference"":""c940b0fbf17acb72dc449e29ba5db852dce7a17e80f42ed5f6e85c6e1b04ba27"",""veres_url"":null,""pareq"":null,""checkup_payment"":null,""arrangement"":false,""token_agreement"":null,""provider_3ds_name"":""modirum"",""order_reference"":""55d69039196e03913a39ad5ba91dc49c"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
"998560","2025-10-02 09:06:43.867153 UTC","2025-10-02 09:06:59.968195 UTC","completed","6Xvrp2TT","{""frequency"":""Monthly"",""start_date"":""2025-10-05"",""end_date"":""2025-12-31"",""payment_state"":""signed""}"
"998773","2025-10-02 21:07:19.950710 UTC","2025-10-02 21:07:20.467365 UTC","waiting_for_access_token","UppscnZd","{""frequency"":""Monthly"",""start_date"":""2025-10-05"",""end_date"":""2025-12-31""}"
"998320","2025-10-02 03:16:53.451210 UTC","2025-10-02 03:16:54.661712 UTC","waiting_for_access_token","kWQMhXJ5","{""frequency"":""Monthly"",""start_date"":""2025-10-05"",""end_date"":""2025-12-31""}"
"998740","2025-10-02 21:05:02.141859 UTC","2025-10-02 21:05:10.505109 UTC","failed","DNimpyDtF2","{""checkup_payment"":null,""payment_reference"":null,""transaction_reference"":null,""payment_state"":null,""transaction_result"":null,""transaction_time"":null,""cc_details"":null,""veres_url"":null,""pareq"":null,""processing_errors"":[{""code"":3999,""message"":""Unknown Processor Response Code""}],""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":{""message"":""Unknown Processor Response Code"",""code"":3999,""details"":[""[]""]},""error_code"":3999}"
"998794","2025-10-02 21:09:20.730131 UTC","2025-10-02 21:09:32.736313 UTC","failed","OSttqtRP6q","{""checkup_payment"":null,""payment_reference"":""bc598618cbbf3439674b779cb1ea0d5111b258c566fa134c0a4f2d503a8fdae4"",""transaction_reference"":""9f62789aed7185232e3191bf24691f54d4c6536c12ab0d790e2e5c7a7eef53a2"",""payment_state"":""failed"",""transaction_result"":""failed"",""transaction_time"":""2025-10-02T21:09:32Z"",""cc_details"":{""cc_last_four_digits"":""0004"",""cc_year"":""2025"",""cc_month"":""12"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card""},""veres_url"":null,""pareq"":null,""processing_errors"":[{""code"":4018,""message"":""3D secure cancelled by issuing bank""}],""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null}"
"998872","2025-10-02 21:14:25.755072 UTC","2025-10-02 21:14:26.447416 UTC","waiting_for_payment_selection","9Fxuepvtch","{""payment_reference"":""c008d8a135a0bcfe536acaac49269c5ce1ec3d4e75212b738b466eb95f223d57""}"
"998412","2025-10-02 03:23:43.041141 UTC","2025-10-02 03:23:52.489790 UTC","completed","JqffSQQZaF","{""checkup_payment"":null,""payment_reference"":""117471615511da0df87188b2e33e4a0cbbfdc356d949d92bf26d97cc5308208c"",""transaction_reference"":""39923f3a2318b134cc25a6e6a4347c696dfc3224d3153b4bbac626b8cffa561d"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T03:23:52Z"",""cc_details"":{""cc_last_four_digits"":""7541"",""cc_year"":""2027"",""cc_month"":""8"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card"",""cc_issuer"":""AS LHV Pank"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""535297""}"
"998460","2025-10-02 03:26:45.021956 UTC","2025-10-02 03:26:56.327876 UTC","completed","o2OkLePV3b","{""checkup_payment"":null,""payment_reference"":""e54d8afb6b92e9769ce5c4ab2d8ed689a5039eb9ba8e673dd8e9a77f167230fb"",""transaction_reference"":""11f54cc8ceb15910e4e48629f568a359549c0e8b6afe6c443a5fd924b67f72d6"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T03:26:56Z"",""cc_details"":{""cc_last_four_digits"":""0004"",""cc_year"":""2025"",""cc_month"":""12"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""140724""}"
"998587","2025-10-02 09:08:51.242427 UTC","2025-10-02 09:08:52.000502 UTC","waiting_for_access_token","84qy3byHiR","{""payment_reference"":""3637f7a00a0e84aed2dab0cc7d2bc5c0ee18eaf81ee7fbc753e368015bf23cf3"",""veres_url"":null,""pareq"":null,""checkup_payment"":null,""arrangement"":false,""token_agreement"":null,""provider_3ds_name"":""modirum"",""order_reference"":""9b7dbaa675f4347dd5be06523f44be9b"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
"998403","2025-10-02 03:23:05.897547 UTC","2025-10-02 03:23:15.270197 UTC","completed","TwaghwLYW9","{""checkup_payment"":null,""payment_reference"":""fc8de2b073e3ba0dc95034c3cf4b826466b476733d69d82efecd66acb7af162c"",""transaction_reference"":""c3e4b66424e6557ae49381b72832bc67e5754e07d2ef8027d808d28ab91f83a8"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T03:23:15Z"",""cc_details"":{""cc_last_four_digits"":""7541"",""cc_year"":""2027"",""cc_month"":""8"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card"",""cc_issuer"":""AS LHV Pank"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""535294""}"
"998616","2025-10-02 09:10:47.257443 UTC","2025-10-02 09:10:56.365345 UTC","completed","K7CxY3dat4","{""checkup_payment"":null,""payment_reference"":""38936255ced05124e4854e88995d6ec16c21fd9ca416b754fdc1b894cb861095"",""transaction_reference"":""3951e0192d7c273067bb64f35247a41038cae97833f2a4658ed7560774dd0971"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T09:10:56Z"",""cc_details"":{""cc_last_four_digits"":""7541"",""cc_year"":""2027"",""cc_month"":""8"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card"",""cc_issuer"":""AS LHV Pank"",""cc_product"":""DEBIT STANDARD"",""cc_funding_source"":""Debit"",""cc_issuer_country"":""EE""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""535447""}"
"998796","2025-10-02 21:09:25.294047 UTC","2025-10-02 21:09:25.970361 UTC","waiting_for_access_token","jCuJzPZG","{""frequency"":""Monthly"",""start_date"":""2025-10-05"",""end_date"":""2025-12-31""}"
"998859","2025-10-02 21:13:40.644225 UTC","2025-10-02 21:13:51.633112 UTC","completed","BFhZuypibK","{""checkup_payment"":null,""payment_reference"":""a670db0731d6e7ea0ec8ccec1d98e51256c9b4b8aa65cf455dc77d456d217e66"",""transaction_reference"":""5bdfe7a19304a45eeaaeeadeab9716a7bcd244a3b58eb87e686fd47f3b4a25ec"",""payment_state"":""settled"",""transaction_result"":""completed"",""transaction_time"":""2025-10-02T21:13:51Z"",""cc_details"":{""cc_last_four_digits"":""0004"",""cc_year"":""2025"",""cc_month"":""12"",""cc_holder_name"":""Automated Testing"",""cc_type"":""master_card""},""veres_url"":null,""pareq"":null,""processing_errors"":null,""processing_warnings"":null,""account_id"":null,""stan"":null,""state_3ds"":null,""fraud_score"":null,""provider_3ds_name"":null,""error"":null,""error_code"":null,""authorisation_code"":""252939""}"
"998735","2025-10-02 21:04:42.553825 UTC","2025-10-02 21:04:43.539118 UTC","waiting_for_access_token","Nqub5sj3i5","{""payment_reference"":""bdf35df0fb93d55551b33d61f45fac43e6d56016c15673a152b95b3e088acb38"",""veres_url"":null,""pareq"":null,""checkup_payment"":false,""arrangement"":null,""token_agreement"":null,""provider_3ds_name"":""modirum"",""order_reference"":""37791ce5e12e7cf4d274c656e6b115d5"",""disable_tokenization_filter"":null,""email"":null,""phone_country_code"":null,""phone_number"":null}"
