"id","merchant_id","acquirer_id","reference","order_reference","created_at","updated_at","state","card_type","details"
"2736769","4831","1","0c4727d99aa56bb66c34f634d3da6bebc53440e759cad528b9a1467ca6a95540","d1361cb062690a092bde49aeeb10d84e-0","2025-10-02 15:08:16.781953 UTC","2025-10-02 15:08:18.062420 UTC","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-02T15:08:16.811Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""601896"",""issuer_decline"":false}"
"2736498","4830","2","b9279f9274e54f0bd6596f9955551d818af49d621dfcdeadefa84009512d2252","4a6e7f13a499b6b013010f7204938c33","2025-10-02 09:07:26.166531 UTC","2025-10-02 09:07:26.330249 UTC","failed",,"{""api_version"":""apiv4"",""locale"":null,""response_code"":null}"
"2736789","4837","2","84cb8ef95357af5c249576427e346c1734265f9882b0b6b2c697aef831edafd6","lhvXmonitorXstagingX1759427008","2025-10-02 17:43:29.955572 UTC","2025-10-02 17:43:30.429099 UTC","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T17:43:30.043Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736391","1","2","0ee6192613f5fd97d8b3671120b6cc09a7035de4e1c4ce99655155fe75da8733","11da118dfc9713aead7946d668dc1ec8","2025-10-02 07:19:20.070013 UTC","2025-10-02 07:20:03.475882 UTC","refunded","2","{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.8.61.183"",""init_trans_created_at"":""2025-10-02T07:19:30.606Z"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS approved"",""state_3ds"":""3ds"",""eci"":""02"",""xid"":""Mjg3NmM2ZDMzOWE2NDU2OGFlMjY="",""pares_status"":""Y"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""49fe6ecd-2a0c-45f2-bd09-a8dd4c7ec475"",""emv3ds_transaction_status"":""Authentication Verification Successful"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Y-status/Challenge authentication via ACS: https://3ds-acs.staging.modirum.com/mdpayacs/creq;token=61118961.1759389575.ZkupXxYAv"",""emv3ds_authentication_type"":""Static"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""xgQRxrCTAAAAAAAAAAAAAAAAAAA="",""response_code"":""000"",""cvc_result"":""M"",""authorisation_code"":""535377"",""issuer_decline"":false,""refund_stan"":""060442""}"
"2736886","4831","1","bc598618cbbf3439674b779cb1ea0d5111b258c566fa134c0a4f2d503a8fdae4","8ae92d77fb9309a1d74460bfb38be6c5","2025-10-02 21:09:20.402488 UTC","2025-10-02 21:09:32.586198 UTC","failed","2","{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.66.105"",""init_trans_created_at"":""2025-10-02T21:09:26.674Z"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""provider_3ds"":""modirum"",""3ds_requested"":true,""response_code"":null,""cvc_result"":null,""authorisation_code"":null,""issuer_decline"":false,""3ds_prompted"":true,""3ds_result"":""3DS declined"",""state_3ds"":""declined"",""eci"":""00"",""xid"":""ZDVkOTAwYmMyNGUxYTI4NzJlM2Q="",""pares_status"":""N"",""veres_result"":""Enrolled"",""3ds_liability_shift"":false,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""52c90fba-2f31-4b7a-81d7-810267233555"",""emv3ds_transaction_status"":""Not Authenticated /Account Not Verified; Transaction denied"",""emv3ds_status_reason"":""Card authentication failed"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":""01: Card authentication failed"",""provider_errormessage"":""N-status/Challenge authentication via ACS: https://3ds-acs.staging.modirum.com/mdpayacs/creq;token=61161521.1759439371.k2t2vfkrB"",""emv3ds_authentication_type"":""Static"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""""}"
"2736773","4832","3","4da558d60548d70b5477f410805fe3550dcbd153ae034ae65d31a280dbf41fdd","1659614eaf840b83751cdd81e2908855-0","2025-10-02 15:08:23.172104 UTC","2025-10-02 15:08:23.815189 UTC","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-02T15:08:23.199Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wB4GCbvGtjBPYw8S74IZh68ZYtu146VSraIvyEm1qCk=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""response_code"":""000"",""authorisation_code"":""946907"",""issuer_decline"":false}"
"2736268","4831","1","e7476a5b0a0a5c3e37361f8414561e9883a364ac4e8e12c26aeb59c369c514e2","7b81d0666d3d23e37709d0400c757af0","2025-10-02 03:22:59.977299 UTC","2025-10-02 03:23:11.604849 UTC","settled",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""coop_ob_ee"",""user_ip"":""10.71.76.5"",""init_trans_created_at"":""2025-10-02T03:23:04.480Z"",""response_code"":""ACCC""}"
"2736333","4832","3","4b3068651a675938827ed142dfa3e800546c2c621e4ac04b0a2ad0e2f512f6c2","7de1a4b27611d34a8fc6e5efe3925d95","2025-10-02 03:27:06.358600 UTC","2025-10-02 03:27:14.453756 UTC","settled","2","{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.76.5"",""init_trans_created_at"":""2025-10-02T03:27:08.985Z"",""masked_cc_number_hash"":""wB4GCbvGtjBPYw8S74IZh68ZYtu146VSraIvyEm1qCk=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS attempted"",""state_3ds"":""attempted"",""eci"":""01"",""xid"":""NzY4MDJjZWVmNGRmYWM5NjQxODE="",""pares_status"":""A"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""ee21ab5b-9da5-44fd-a883-01941b3e9e90"",""emv3ds_transaction_status"":""Attempts Processing Performed; Not Authenticated/Verified, but a proof of attempted authentication/verification is provided"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Valid authentication attempt"",""emv3ds_authentication_type"":""undefined"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""xgQRf1wSAAAAAAAAAAAAAAAAAAA="",""response_code"":""000"",""cvc_result"":""M"",""authorisation_code"":""946829"",""issuer_decline"":false}"
"2736863","4831","1","7be11f014a0a15397a8d0771848a5c28a47a9b35f8e3b7cda4bd13ed6d4985cb","c7c49b1e8ab99ee99813d8a191c94fe2","2025-10-02 21:08:26.766401 UTC","2025-10-02 21:08:30.224370 UTC","settled","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T21:08:26.794Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""337806"",""issuer_decline"":false}"
"2736552","4832","3","a3c3810f5b4f521697a43160e888fe9b3fbab8b58b605b667c60dacb42b54fb1","d37024bc360977ba6a7b92cb36fc7f91","2025-10-02 09:10:32.332533 UTC","2025-10-02 09:10:40.143833 UTC","settled","2",
"2736205","4830","2","6e5f3303e648d34242a7d5f28d16676f804a617f19b77e54fc36ec6ecd5fc1da","a70eff3c5dab9513e6aeccd7b42d2758","2025-10-02 03:19:30.821233 UTC","2025-10-02 03:19:48.416062 UTC","settled",,"{""payment_description"":""description for testing"",""api_version"":""apiv4"",""shopper_ip_country"":null,""method_source"":""swed_ob_ee"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T03:19:35.409Z"",""response_code"":""ACSC""}"
"2736802","4837","2","a1766df5361cf91ff1a588c80d6157ea9e8ea22853915eb4f9a1eb52775cf7ff","lhvXmonitorXstagingX1759434808","2025-10-02 19:53:29.846988 UTC","2025-10-02 19:53:30.305675 UTC","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T19:53:29.888Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736277","4831","1","07f9785b99462fdd0fc439d04691c94ef448472acef5f6115a4de9fe629b75c6","060aedd74a9e6b16b3e073f13dfbcdd9","2025-10-02 03:23:34.343244 UTC","2025-10-02 03:23:34.443625 UTC","initial",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null}"
"2736315","4831","1","bdadadf659a431c99c3e4f4d2b4ef0c04105d337b9c01c0309decd51be781283","098db3c85db4585624dd91ed34bb866a","2025-10-02 03:26:04.698137 UTC","2025-10-02 03:26:04.799124 UTC","initial",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null}"
"2736329","4832","3","0efbc2aaf0f5477b1f1c546b7dbf87c4c482ce0faccd14530b07be2fc3b540e4","ht5ygt/Ax2UPAxhKM","2025-10-02 03:26:57.972178 UTC","2025-10-02 03:27:08.091344 UTC","settled","2","{""api_version"":""linkpay"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.76.5"",""init_trans_created_at"":""2025-10-02T03:27:02.504Z"",""masked_cc_number_hash"":""wB4GCbvGtjBPYw8S74IZh68ZYtu146VSraIvyEm1qCk=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS attempted"",""state_3ds"":""attempted"",""eci"":""01"",""xid"":""YzQwNzk1YjUwYzRiOWMyMDhlYmE="",""pares_status"":""A"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""0d37f77a-f225-4148-b133-7a2cd4d38fc1"",""emv3ds_transaction_status"":""Attempts Processing Performed; Not Authenticated/Verified, but a proof of attempted authentication/verification is provided"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Valid authentication attempt"",""emv3ds_authentication_type"":""undefined"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""xgQRU9y3AAAAAAAAAAAAAAAAAAA="",""response_code"":""000"",""cvc_result"":""M"",""authorisation_code"":""946828"",""issuer_decline"":false}"
"2736199","4830","2","850c5f086e3e5e9c862c4474dde4359afb9fdf66ac55b62c10af4634dd1974b4","fe1838d542016e1439276d94737b8623","2025-10-02 03:18:56.809222 UTC","2025-10-02 03:18:56.970944 UTC","initial",,"{""payment_description"":""description for testing"",""api_version"":""apiv4""}"
"2736228","4830","2","4845aa53f54a92eefe43340d9ba2f410ee2831b5cf1ed26439b56fa483ab44dc","680aea981d92ab0fdd8d8dc2230e482c","2025-10-02 03:21:02.171691 UTC","2025-10-02 03:21:02.270729 UTC","initial",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null}"
"2736536","4832","3","8d95273b57cd9e938bb67d91682f02d5673e161bd0929254a827d4d1a9f6c403","0382b7b6b5283163a423179936955be5","2025-10-02 09:09:25.616935 UTC","2025-10-02 09:09:37.273176 UTC","settled","2","{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.67.174"",""init_trans_created_at"":""2025-10-02T09:09:28.876Z"",""masked_cc_number_hash"":""wB4GCbvGtjBPYw8S74IZh68ZYtu146VSraIvyEm1qCk=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS attempted"",""state_3ds"":""attempted"",""eci"":""01"",""xid"":""ZDA0MTU1Y2FlMWIwNGM0NWU5ZWI="",""pares_status"":""A"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""bb220f6e-b23f-4c0b-98d7-db0181014776"",""emv3ds_transaction_status"":""Attempts Processing Performed; Not Authenticated/Verified, but a proof of attempted authentication/verification is provided"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Valid authentication attempt"",""emv3ds_authentication_type"":""undefined"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""xgQRShMSAAAAAAAAAAAAAAAAAAA="",""response_code"":""000"",""cvc_result"":""M"",""authorisation_code"":""946862"",""issuer_decline"":false}"
"2736968","4830","2","4c2704a59376d4630bc2fea6c0e93f74bceb06df5db011bc7ae70e2965d308fd","2pge64/M8sezGtoqm","2025-10-02 21:14:48.409461 UTC","2025-10-02 21:14:50.641389 UTC","initial",,"{""api_version"":""linkpay""}"
"2736703","4831","1","d534e60611b9204d648c379efe5bd946a45a7e936f675bbee8308f2f58ffe8c4","a42b1091195abc506d91d9439be1dbc5-0","2025-10-02 15:06:08.765664 UTC","2025-10-02 15:06:10.314193 UTC","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-02T15:06:08.792Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""632002"",""issuer_decline"":false}"
"2737002","4837","2","7bf82383f68d418d6c9da5148a4ff0f95addd213cb4ce0d88fff6d55a871558d","lhvXmonitorXstagingX1759447408","2025-10-02 23:23:29.892093 UTC","2025-10-02 23:23:30.356637 UTC","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T23:23:29.961Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736609","4830","2","ffffa76ee8081eb98e4a04cb391db45162048d15386274b6c1fe77ef9788ff00","2pge64/jyIFMLvMiI","2025-10-02 09:14:42.542900 UTC","2025-10-02 09:14:42.542900 UTC","initial",,"{""api_version"":""linkpay""}"
"2736829","4830","2","be0e72771a3433d7404bf1539bacfbba2762d1b3e7413397ec9abbebde72b27a","11d03b81e46b3c8f124963647b28db3b","2025-10-02 21:05:55.940120 UTC","2025-10-02 21:06:04.263589 UTC","settled","2",
"2736548","4831","1","6b35a215df0b5a6f9c796eab3f111cb18714f02e35afba97fcd4ec1ab4ec7f4d","0d8a901ad9bed2f13c60cc7f8d8f985c","2025-10-02 09:10:17.705289 UTC","2025-10-02 09:10:35.606348 UTC","settled",,"{""api_version"":""apiv4"",""locale"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""swed_ob_ee"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T09:10:18.272Z"",""response_code"":""ACSC""}"
"2736988","4830","2","a423d288131b4632856467976d061e6f4e527cd12c942978152c71d21cefd844","2pge64/Fz4mCFGxGk","2025-10-02 21:16:39.617070 UTC","2025-10-02 21:16:39.617070 UTC","initial",,"{""api_version"":""linkpay""}"
"2736285","4831","1","f4db6350db4463c8e05c3b886209ad85bbb9b143ccc4a06a00260c0ed97ad1ea","29939271bd52a244f8b3f6942581ab79","2025-10-02 03:24:04.894706 UTC","2025-10-02 03:24:05.963218 UTC","initial",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null}"
"2736289","4830","2","d3bb1eefc7eb7f833307e2685648a34d1de827ca60a987f6c8c1261e07223233","466983a26896e988bfe2a48aab535e20","2025-10-02 03:24:20.069627 UTC","2025-10-02 03:24:54.546400 UTC","failed","1",
"2736585","4830","2","b7d4670e9ce13dbabda2280e5540cd62a5e514e710f3c2c465640af2dc768f6f","b8aad2fff99193423063bfe18d35e824","2025-10-02 09:13:02.921166 UTC","2025-10-02 09:13:19.998336 UTC","voided","2",
"2736603","4831","1","f9d9af0edeb127418dc520aa121b4ff10af98b3820a3f8c9a785b8a06cf2b0bb","ixm7so/Ejz69Z5afK","2025-10-02 09:14:21.153157 UTC","2025-10-02 09:14:21.153157 UTC","initial",,"{""api_version"":""linkpay""}"
